DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
201815072,8/4/2020 0:00,8/4/2020 0:00,2025,18,Southeast,1821,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 2004 0329 1300 1310 1240 0447 1307,49,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,95TH                         ST,FIGUEROA,33.9501,-118.2827,vandalism
201413625,7/11/2020 0:00,7/11/2020 0:00,2037,14,Pacific,1431,2,928,THREATENING PHONE CALLS/LETTERS,1912 1814 2000,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,928,,,,500 N  VENICE                       BL,,33.988,-118.4703,other
200312213,6/2/2020 0:00,6/1/2020 0:00,2124,03,Southwest,0318,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0450 1212 0302 1822,0,M,X,101,STREET,101,REVOLVER,AA,Adult Arrest,231,,,,2200 S  VERMONT                      AV,,34.0361,-118.2916,violent
201819722,10/29/2020 0:00,10/29/2020 0:00,1043,18,Southeast,1826,2,940,EXTORTION,1822 0337 0412 0432 1906 1912 1916 0422,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,9200    FIRTH                        BL,,33.9518,-118.2476,fraud
200407219,3/23/2020 0:00,3/11/2020 0:00,1700,04,Hollenbeck,0456,2,932,PEEPING TOM,1251 1259 0913 2004,14,F,H,504,OTHER RESIDENCE,,,AO,Adult Other,932,,,,2700    FAIRMOUNT                    ST,,34.0497,-118.1985,sex
200912460,7/17/2020 0:00,7/16/2020 0:00,2140,09,Van Nuys,0971,2,932,PEEPING TOM,0372,36,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,932,,,,4700    KESTER                       AV,,34.1564,-118.463,sex
200112810,6/2/2020 0:00,6/2/2020 0:00,2315,01,Central,0111,2,928,THREATENING PHONE CALLS/LETTERS,0443 0440,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,928,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247,other
200113146,6/9/2020 0:00,5/29/2020 0:00,2230,01,Central,0124,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 0431 0416 1212 1822,30,M,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,2ND                          ST,SPRING                       ST,34.0517,-118.2456,violent
200612035,6/29/2020 0:00,6/29/2020 0:00,1042,06,Hollywood,0632,2,886,DISTURBING THE PEACE,0216 0913 0361 0603,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,1900    WEEPAH                       WY,,34.1064,-118.3737,other
202115386,10/26/2020 0:00,10/26/2020 0:00,1050,21,Topanga,2187,2,647,THROWING OBJECT AT MOVING VEHICLE,0447 1310,24,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,DE SOTO                      AV,VENTURA                      BL,34.1664,-118.5882,vandalism
202007411,3/12/2020 0:00,3/11/2020 0:00,2350,20,Olympic,2004,2,806,PANDERING,0907 1402 0908,0,X,X,101,STREET,,,AA,Adult Arrest,806,998,,,ELMWOOD,WESTERN,34.0799,-118.3068,other
201700533,1/16/2020 0:00,1/16/2020 0:00,1545,17,Devonshire,1775,2,647,THROWING OBJECT AT MOVING VEHICLE,2004 1822 1300 0447 0329 1402,46,F,W,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,998,,,NORDHOFF                     ST,BALBOA                       BL,34.2358,-118.5069,vandalism
200115527,7/29/2020 0:00,7/29/2020 0:00,0740,01,Central,0159,2,850,INDECENT EXPOSURE,0529 0528 1822 1310,22,F,H,108,PARKING LOT,,,IC,Invest Cont,850,,,,1300 E  6TH                          ST,,34.0382,-118.2356,sex
202006817,2/28/2020 0:00,2/28/2020 0:00,0800,20,Olympic,2058,2,928,THREATENING PHONE CALLS/LETTERS,1906 1822,47,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,928,,,,900 S  WESTMORELAND                 AV,,34.0537,-118.2891,other
201915204,10/3/2020 0:00,10/2/2020 0:00,0200,19,Mission,1921,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2035 1212 0417 2003 1822,0,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,COBALT,ENCINITAS,34.3042,-118.4727,violent
200710499,5/30/2020 0:00,5/30/2020 0:00,1615,07,Wilshire,0723,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 0416 0202 1822 1212 0447,0,F,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,3RD                          ST,FAIRFAX                      AV,34.0719,-118.3614,violent
200216145,10/13/2020 0:00,10/13/2020 0:00,2030,02,Rampart,0211,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 0329 0447 1822,25,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,VERMONT                      AV,CLINTON                      ST,34.0818,-118.2917,vandalism
210212265,7/20/2021 0:00,1/7/2020 0:00,1200,02,Rampart,0251,2,850,INDECENT EXPOSURE,1822 0529,35,F,H,717,HEALTH SPA/GYM,,,IC,Invest Cont,850,,,,2700    WILSHIRE                     BL,,34.0609,-118.2823,sex
200100811,5/25/2020 0:00,5/24/2020 0:00,1750,01,Central,0151,2,647,THROWING OBJECT AT MOVING VEHICLE,1414 1307 0447 1300 1310 1402,55,F,H,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,998,,,6TH,FIGUEROA,34.0509,-118.2585,vandalism
200409357,5/29/2020 0:00,5/29/2020 0:00,1100,04,Hollenbeck,0497,2,940,EXTORTION,1501,34,M,X,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,940,,,,3400 E  8TH                          ST,,34.0214,-118.2044,fraud
201507312,3/9/2020 0:00,3/8/2020 0:00,2030,15,N Hollywood,1548,2,886,DISTURBING THE PEACE,2004,34,F,W,101,STREET,,,IC,Invest Cont,886,,,,CHANDLER,LANKERSHIM                   BL,34.1681,-118.3765,other
200710485,5/30/2020 0:00,5/30/2020 0:00,1425,07,Wilshire,0723,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 0416 1212 0447 1822,0,M,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,3RD                          ST,FAIRFAX                      AV,34.0719,-118.3614,violent
211204338,1/6/2021 0:00,12/1/2020 0:00,0001,12,77th Street,1249,2,805,PIMPING,0913,24,F,B,101,STREET,,,AO,Adult Other,805,,,,6400 S  FIGUEROA                     ST,,33.9806,-118.2827,sex
201515396,9/20/2020 0:00,9/20/2020 0:00,1530,15,N Hollywood,1523,2,647,THROWING OBJECT AT MOVING VEHICLE,1501 1822,31,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,647,,,,VICTORY                      BL,WHITSETT                     AV,34.1867,-118.4053,vandalism
200514909,10/5/2020 0:00,10/5/2020 0:00,1045,05,Harbor,0501,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1310 2004,39,F,O,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,,,,18700 S  NORMANDIE                    AV,,33.8607,-118.2992,vandalism
200516705,11/16/2020 0:00,11/16/2020 0:00,1530,05,Harbor,0506,2,886,DISTURBING THE PEACE,0913 0319 0603 0361,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,886,,,,21200 S  WESTERN                      AV,,33.8369,-118.3091,other
200305586,1/27/2020 0:00,1/27/2020 0:00,1015,03,Southwest,0329,2,762,LEWD CONDUCT,1202 1822 2052 2050 0528 0538 0910,60,F,H,943,MTA - EXPO LINE - JEFFERSON/USC,,,IC,Invest Cont,762,,,,3200 S  FLOWER                       ST,,34.023,-118.2777,sex
200614723,8/30/2020 0:00,8/30/2020 0:00,1820,06,Hollywood,0642,2,850,INDECENT EXPOSURE,1822 0400 0432 0421 0529 2004 0340,23,F,W,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,850,930,,,1400 N  SPAULDING                    AV,,34.0962,-118.3571,sex
201915159,10/1/2020 0:00,10/1/2020 0:00,0740,19,Mission,1911,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0329,68,F,A,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,647,,,,ROXFORD,SAN FERNANDO,34.31,-118.473,vandalism
201404979,1/16/2020 0:00,1/14/2020 0:00,0001,14,Pacific,1488,2,940,EXTORTION,1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,940,,,,5700 W  CENTURY                      BL,,33.9526,-118.3823,fraud
201005784,2/10/2020 0:00,2/10/2020 0:00,1150,10,West Valley,1023,2,933,PROWLER,0389 0314 1822 1202,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,6900    SYLVIA                       AV,,34.1962,-118.5524,other
202107542,3/19/2020 0:00,3/19/2020 0:00,1630,21,Topanga,2105,2,928,THREATENING PHONE CALLS/LETTERS,0443 0422 2000,64,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,928,,,,8500    OWENSMOUTH                   AV,,34.2247,-118.6019,other
201704558,1/13/2020 0:00,1/13/2020 0:00,1245,17,Devonshire,1723,2,850,INDECENT EXPOSURE,1210 2004 0529 1402,39,F,H,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,850,998,,,10500    MASON                        AV,,34.2609,-118.5798,sex
200610514,5/23/2020 0:00,5/22/2020 0:00,1420,06,Hollywood,0632,2,850,INDECENT EXPOSURE,0529 1822,33,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,850,,,,8000 W  SUNSET                       BL,,34.098,-118.3645,sex
201615120,11/27/2020 0:00,11/24/2020 0:00,2200,16,Foothill,1693,2,940,EXTORTION,1501 1915 0337,18,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,940,,,,7700    LAUREL CANYON                BL,,34.2121,-118.4021,fraud
200218206,12/4/2020 0:00,12/4/2020 0:00,2050,02,Rampart,0216,2,940,EXTORTION,0906 2060 1822 0342 1309 0416 0447 1218 0445 0334,48,M,W,158,TRANSIENT ENCAMPMENT,312,PIPE/METAL PIPE,IC,Invest Cont,940,,,,ROSEMONT                     AV,HOLLYWOOD                    FY,34.0729,-118.2692,fraud
201613915,10/16/2020 0:00,10/16/2020 0:00,1500,16,Foothill,1667,2,940,EXTORTION,1501,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,10200    LA TUNA CANYON               RD,,34.2429,-118.3417,fraud
201615238,11/30/2020 0:00,11/22/2020 0:00,1330,16,Foothill,1619,2,940,EXTORTION,1501,33,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,11000    MOUNTAIR                     AV,,34.2686,-118.2961,fraud
202004973,1/23/2020 0:00,1/23/2020 0:00,0745,20,Olympic,2056,2,850,INDECENT EXPOSURE,1251 0528 1300,13,F,H,101,STREET,,,IC,Invest Cont,850,,,,NEW HAMPSHIRE                AV,12TH                         ST,34.0491,-118.2926,sex
200612107,7/2/2020 0:00,6/30/2020 0:00,1800,06,Hollywood,0678,2,940,EXTORTION,1913 1822,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,700 N  ARDMORE                      AV,,34.0836,-118.3016,fraud
200608835,4/6/2020 0:00,4/6/2020 0:00,1715,06,Hollywood,0645,2,940,EXTORTION,1915 0913 1913,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1700 N  ORANGE                       DR,,34.1016,-118.3417,fraud
201713953,10/4/2020 0:00,10/4/2020 0:00,1545,17,Devonshire,1762,2,886,DISTURBING THE PEACE,1501,57,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,9600    MASON                        AV,,34.2445,-118.5798,other
201411340,5/24/2020 0:00,5/24/2020 0:00,1330,14,Pacific,1455,2,940,EXTORTION,,26,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4300    WESTLAWN                     AV,,33.9946,-118.4265,fraud
201512700,7/15/2020 0:00,7/15/2020 0:00,2000,15,N Hollywood,1504,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0906 1822 0416 1212,0,M,O,101,STREET,102,HAND GUN,AA,Adult Arrest,231,,,,11700    RUNNYMEDE                    ST,,34.2057,-118.3921,violent
200617577,11/3/2020 0:00,11/3/2020 0:00,0700,06,Hollywood,0645,2,850,INDECENT EXPOSURE,0529 0910 2004 1266 2052 2050 1822,29,M,B,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,,,IC,Invest Cont,850,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3391,sex
200706902,3/2/2020 0:00,3/1/2020 0:00,2230,07,Wilshire,0765,2,940,EXTORTION,1915,30,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1300    KENISTON                     AV,,34.0512,-118.3386,fraud
200613684,8/8/2020 0:00,8/8/2020 0:00,1330,06,Hollywood,0622,2,762,LEWD CONDUCT,0500 0538 0528 0529 1822,43,F,W,101,STREET,,,IC,Invest Cont,762,,,,1800 N  VISTA                        ST,,34.1035,-118.3519,sex
200614153,8/19/2020 0:00,8/17/2020 0:00,0215,06,Hollywood,0646,2,940,EXTORTION,0337 2004 1402,25,F,H,101,STREET,,,IC,Invest Cont,940,998,,,6500 W  HOLLYWOOD                    BL,,34.1016,-118.3317,fraud
200600635,2/28/2020 0:00,2/26/2020 0:00,1925,06,Hollywood,0643,2,805,PIMPING,1218 0908 1215 0416 1402,19,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,805,998,,,7100 W  SUNSET                       BL,,34.1007,-118.3494,sex
201615419,12/7/2020 0:00,12/7/2020 0:00,0851,16,Foothill,1656,2,850,INDECENT EXPOSURE,0529 0528 1822,0,F,O,101,STREET,,,AA,Adult Arrest,850,,,,8100    FOOTHILL                     BL,,34.2597,-118.3093,sex
200811519,7/5/2020 0:00,7/5/2020 0:00,1200,08,West LA,0804,2,886,DISTURBING THE PEACE,0361 0603,59,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,16300    SLOAN                        DR,,34.1294,-118.4903,other
200809301,5/11/2020 0:00,5/11/2020 0:00,0235,08,West LA,0817,2,933,PROWLER,0314 1501 1822 0202 1210,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,900    HILGARD                      AV,,34.0617,-118.4446,other
201008295,4/22/2020 0:00,4/22/2020 0:00,2200,10,West Valley,1028,2,647,THROWING OBJECT AT MOVING VEHICLE,0919 1822 0447,26,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,VICTORY                      BL,WOODLEY                      AV,34.1939,-118.4967,vandalism
200304980,1/17/2020 0:00,1/17/2020 0:00,1245,03,Southwest,0391,2,850,INDECENT EXPOSURE,1822 1202 0529 0528,66,F,H,102,SIDEWALK,,,IC,Invest Cont,850,,,,SANTO TOMAS                  DR,MUIRFIELD,34.0111,-118.3477,sex
210305607,2/3/2021 0:00,6/3/2020 0:00,1030,03,Southwest,0314,2,886,DISTURBING THE PEACE,0913 0361,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,3500 W  27TH                         ST,,34.0306,-118.3224,other
202114826,10/15/2020 0:00,10/15/2020 0:00,0235,21,Topanga,2148,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 2004 0302 1822,35,M,X,503,HOTEL,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,231,,,,20100    VANOWEN                      ST,,34.1938,-118.5719,violent
201310362,4/30/2020 0:00,4/30/2020 0:00,2139,13,Newton,1345,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1501 0906 1212 1309 1822,0,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,231,,,,3400 S  CENTRAL                      AV,,34.0124,-118.2565,violent
201014020,10/13/2020 0:00,10/13/2020 0:00,1825,10,West Valley,1023,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 2004 2002 0913,0,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,VANOWEN,WILBUR,34.1939,-118.5447,violent
202018407,12/15/2020 0:00,10/17/2020 0:00,0200,20,Olympic,2038,2,928,THREATENING PHONE CALLS/LETTERS,2040 0913 0432 0421,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,928,,,,2900 W  8TH                          ST,,34.0598,-118.2904,other
200809569,5/17/2020 0:00,5/17/2020 0:00,2030,08,West LA,0832,2,850,INDECENT EXPOSURE,1251 0529 2021,0,F,W,102,SIDEWALK,,,IC,Invest Cont,850,,,,11800    GOSHEN                       AV,,34.0491,-118.4633,sex
201516110,10/9/2020 0:00,10/8/2020 0:00,1700,15,N Hollywood,1557,2,886,DISTURBING THE PEACE,,0,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,886,,,,10600    MAGNOLIA                     BL,,34.1649,-118.3621,other
200400510,1/5/2020 0:00,1/5/2020 0:00,1515,04,Hollenbeck,0457,2,886,DISTURBING THE PEACE,0319 0443 1822 1402,27,F,H,102,SIDEWALK,,,AO,Adult Other,886,998,,,2500    BOULDER                      ST,,34.048,-118.2029,other
201404260,1/3/2020 0:00,1/2/2020 0:00,1100,14,Pacific,1464,2,940,EXTORTION,0913 1915,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,12900    RUNWAY                       RD,,33.9738,-118.423,fraud
201115391,11/4/2020 0:00,10/27/2020 0:00,2030,11,Northeast,1184,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,SUNSET                       BL,VIN SCULLY                   AV,34.0812,-118.252,violent
200120836,11/4/2020 0:00,10/27/2020 0:00,2345,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212,40,M,H,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,GRAND,OLYMPIC,34.043,-118.2606,violent
200715692,11/6/2020 0:00,11/6/2020 0:00,0732,07,Wilshire,0702,2,886,DISTURBING THE PEACE,1822 0443,37,M,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,886,,,,7600 W  MELROSE                      AV,,34.0837,-118.3553,other
201218531,8/13/2020 0:00,6/13/2020 0:00,2205,12,77th Street,1249,2,805,PIMPING,1822 1402 0907,24,F,B,101,STREET,,,IC,Invest Cont,805,,,,6300 S  FIGUEROA                     ST,,33.9819,-118.2827,sex
201406254,2/7/2020 0:00,2/6/2020 0:00,1845,14,Pacific,1431,2,886,DISTURBING THE PEACE,0443,53,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,00    WESTMINSTER                  AV,,33.9888,-118.4746,other
200814011,9/12/2020 0:00,9/12/2020 0:00,1047,08,West LA,0842,2,940,EXTORTION,1822 0443,29,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1400    BUTLER                       AV,,34.048,-118.4541,fraud
200315662,8/12/2020 0:00,8/12/2020 0:00,1715,03,Southwest,0314,2,762,LEWD CONDUCT,2004 1309 0528 0529 1822,28,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,762,,,,2400    2ND                          AV,,34.0344,-118.3189,sex
201817920,9/28/2020 0:00,9/27/2020 0:00,1820,18,Southeast,1804,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1309 1822 1240,24,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,231,,,,87TH                         ST,CENTRAL                      AV,33.9593,-118.2564,violent
201613753,10/12/2020 0:00,10/12/2020 0:00,1530,16,Foothill,1695,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0302 0334 1212,0,M,W,102,SIDEWALK,103,RIFLE,AA,Adult Arrest,231,,,,STAGG,CASE,34.2121,-118.3725,violent
200207301,3/4/2020 0:00,3/3/2020 0:00,1219,02,Rampart,0216,2,940,EXTORTION,0432 0337 1912 0421 0443 0422 0369,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,940,,,,1000    ROSEMONT                     AV,,34.0768,-118.2667,fraud
201115385,11/4/2020 0:00,10/27/2020 0:00,2030,11,Northeast,1184,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,SUNSET                       BL,VIN SCULLY                   AV,34.0812,-118.252,violent
201415953,8/21/2020 0:00,8/21/2020 0:00,1000,14,Pacific,1477,2,886,DISTURBING THE PEACE,0443,68,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,8100    GLIDER                       AV,,33.9655,-118.3886,other
200705659,2/3/2020 0:00,2/3/2020 0:00,1255,07,Wilshire,0723,2,886,DISTURBING THE PEACE,0913 1810 1501,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,8200 W  4TH                          ST,,34.0706,-118.3674,other
201804257,1/5/2020 0:00,1/5/2020 0:00,1345,18,Southeast,1823,2,940,EXTORTION,0344 0337 0421 0422,70,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,200 E  94TH                         ST,,33.9511,-118.2717,fraud
202111838,7/21/2020 0:00,7/4/2020 0:00,0100,21,Topanga,2128,2,932,PEEPING TOM,1501,25,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,932,,,,20400    SATICOY                      ST,,34.212,-118.5754,sex
200504595,1/14/2020 0:00,1/14/2020 0:00,1336,05,Harbor,0557,2,850,INDECENT EXPOSURE,0529 1251 1259 0356 2004 1822,17,F,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,850,,,7TH                          ST,GAFFEY                       ST,33.7379,-118.2923,sex
201418063,9/30/2020 0:00,9/30/2020 0:00,1940,14,Pacific,1469,2,762,LEWD CONDUCT,0500 1402 0443 0528,50,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,998,,,THORNBURN,LA TIJERA,33.9726,-118.3766,sex
200807648,3/24/2020 0:00,3/24/2020 0:00,1300,08,West LA,0832,2,940,EXTORTION,0701 1822 0337 0421,31,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,11700    DARLINGTON                   AV,,34.0525,-118.4643,fraud
201713227,9/14/2020 0:00,9/13/2020 0:00,1450,17,Devonshire,1795,2,928,THREATENING PHONE CALLS/LETTERS,1814 0421 1912 2000 0913 1300,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,928,,,,8600    BALBOA                       BL,,34.2248,-118.5151,other
200412715,9/13/2020 0:00,9/13/2020 0:00,1025,04,Hollenbeck,0424,2,850,INDECENT EXPOSURE,0529 0913,46,F,H,104,DRIVEWAY,,,AA,Adult Arrest,850,,,,2200    PARKSIDE                     AV,,34.0705,-118.2001,sex
201307013,2/23/2020 0:00,2/1/2020 0:00,1200,13,Newton,1353,2,928,THREATENING PHONE CALLS/LETTERS,1202 0422 0337,64,F,H,710,OTHER PREMISE,511,VERBAL THREAT,IC,Invest Cont,928,,,,4500 S  CENTRAL                      AV,,34.0037,-118.2609,other
201115271,10/30/2020 0:00,10/30/2020 0:00,0600,11,Northeast,1138,2,932,PEEPING TOM,1822 1501,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,,,,6100    ALDAMA                       ST,,34.1168,-118.192,sex
201908108,3/4/2020 0:00,3/3/2020 0:00,1643,19,Mission,1961,2,940,EXTORTION,1822 1501,41,M,H,602,BANK,,,IC,Invest Cont,940,,,,9100    SEPULVEDA                    BL,,34.2427,-118.4702,fraud
200614940,9/4/2020 0:00,9/4/2020 0:00,1755,06,Hollywood,0636,2,850,INDECENT EXPOSURE,1822 0529,25,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,850,,,,CHEROKEE,YUCCA,34.1032,-118.3348,sex
201817417,9/18/2020 0:00,9/17/2020 0:00,1530,18,Southeast,1826,2,940,EXTORTION,1501 2000 0911,50,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,946,,,1500 E  98TH                         ST,,33.9475,-118.2478,fraud
200104503,1/8/2020 0:00,1/8/2020 0:00,0117,01,Central,0181,2,755,BOMB SCARE,0404 1822,29,M,H,741,STAPLES CENTER *,511,VERBAL THREAT,IC,Invest Cont,755,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692,violent
201907268,3/6/2020 0:00,3/6/2020 0:00,2015,19,Mission,1987,2,932,PEEPING TOM,1258,11,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,14200    CHASE                        ST,,34.2251,-118.4422,sex
201311028,5/17/2020 0:00,5/17/2020 0:00,1450,13,Newton,1353,2,940,EXTORTION,0369 0432 0422 0344 1916,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,700 E  43RD                         ST,,34.0057,-118.2635,fraud
201505913,2/7/2020 0:00,2/7/2020 0:00,1215,15,N Hollywood,1583,2,886,DISTURBING THE PEACE,0603,44,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311,HAMMER,AO,Adult Other,886,,,,4300    COLFAX                       AV,,34.1451,-118.3875,other
200310124,4/19/2020 0:00,4/19/2020 0:00,0940,03,Southwest,0363,2,762,LEWD CONDUCT,0528 0536 1822 1252,56,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,3600    STOCKER                      ST,,34.0126,-118.3403,sex
200120461,11/2/2020 0:00,11/2/2020 0:00,1500,01,Central,0139,2,762,LEWD CONDUCT,0528 1822,57,F,W,101,STREET,,,IC,Invest Cont,762,,,,200 S  GAREY                        ST,,34.0459,-118.2352,sex
